id,name,inventory_line_id/location_id,inventory_line_id/product_id/id,inventory_line_id/product_uom,inventory_line_id/product_qty
,,คลังสำเร็จรูปชั้น 2,product_P-PT-1SM,แผ่น,0
,,คลังสำเร็จรูปชั้น 2,product_P-PT-010,แผ่น,3000
,,คลังสำเร็จรูปชั้น 2,product_P-PT-011,แผ่น,2400
,,คลังสำเร็จรูปชั้น 2,product_P-PT-012,แผ่น,8000
,,คลังสำเร็จรูปชั้น 2,product_P-PT-013,แผ่น,9100
,,คลังสำเร็จรูปชั้น 2,product_P-PT-014,แผ่น,4500
,,คลังสำเร็จรูปชั้น 2,product_P-PT-015,แผ่น,7700
,,คลังสำเร็จรูปชั้น 2,product_P-PT-016,แผ่น,4800
,,คลังสำเร็จรูปชั้น 2,product_P-PT-017,แผ่น,1200
,,คลังสำเร็จรูปชั้น 2,product_P-PT-018,แผ่น,1800
,,คลังสำเร็จรูปชั้น 2,product_P-PT-019,แผ่น,3700
,,คลังสำเร็จรูปชั้น 2,product_P-PT-001,แผ่น,2500
,,คลังสำเร็จรูปชั้น 2,product_P-PT-020,แผ่น,4500
,,คลังสำเร็จรูปชั้น 2,product_P-PT-002,แผ่น,11800
,,คลังสำเร็จรูปชั้น 2,product_P-PT-003,แผ่น,8400
,,คลังสำเร็จรูปชั้น 2,product_P-PT-004,แผ่น,2000
,,คลังสำเร็จรูปชั้น 2,product_P-PT-005,แผ่น,1300
